Reference_ID,row_unique,Data_ID,Environmental_condition,General_response,Response,Specific_response,Environmental_metric,General_Disease,Disease,Pathogen,Transmission,Transmission_type,Pathogen_genus,vector,Principal_reservoir,Specific_scale,General_Stats_Method,Statistical_method,N.value,temp_altered,Type,Linear_Nonlinear,R.squared,Value,Lower,Upper,Error,Std._error,P.value_general,P.value_specific,Direction,Direction_statement,DOI,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact,measure,n_method,X,Y,es,se,weight,sample.size,var,ci.lo,ci.hi
274,R902,X1153,Temperature,Human disease incidence,Cases,Hospital admissions,"Daily mean temperature (Â°C), Ben-Gurion station",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Pearson correlation,168,0,Correlation coefficient,Linear,NA,0.45,NA,NA,NA,NA,<0.05,NA,increase,Results,10.1080/09603120500392400,Asia,Israel,Ben-Gurion Airport,32,34.9,2000 (1 Jun-15 Nov),2006,1,1.64,Significant r across lags (0.3â0.58) for temperature; exact peak-lag r not printed; N=168 days; centroid approximated.,International Journal of Environmental Health Research,NA,new,NA,NA,NA,1.003246309,0.173561376,NA,168,0.030123551,0.663066012,1.343426606
274,R903,X1154,Temperature,Human disease incidence,Cases,Hospital admissions,"Daily maximum temperature (Â°C), Ben-Gurion station",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Pearson correlation,168,0,Correlation coefficient,Linear,NA,0.43,NA,NA,NA,NA,<0.05,NA,increase,Results,10.1080/09603120500392400,Asia,Israel,Ben-Gurion Airport,32,34.9,2000 (1 Jun-15 Nov),2006,1,1.64,Significant r across lags for max temp reported (weaker than mean temp); exact peak-lag r not printed; N=168 days.,International Journal of Environmental Health Research,NA,new,NA,NA,NA,0.948251224,0.171677343,NA,168,0.02947311,0.611763631,1.284738817
274,R904,X1155,Humidity,Human disease incidence,Cases,Hospital admissions,"Relative humidity (%), Ben-Gurion station",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Pearson correlation,168,0,Correlation coefficient,Linear,NA,0.35,NA,NA,NA,NA,<0.05,NA,increase,Results,10.1080/09603120500392400,Asia,Israel,Ben-Gurion Airport,32,34.9,2000 (1 Jun-15 Nov),2006,1,1.64,Significant positive correlations across lags with RH (*r*=0.3â0.39); peak-lag not numerically specified; N=168 days; lag window per text.,International Journal of Environmental Health Research,NA,new,NA,NA,NA,0.743883429,0.165460704,NA,168,0.027377245,0.419580449,1.06818641
274,R905,X1156,Humidity,Human disease incidence,Cases,Hospital admissions,"Dew point temperature (Â°C), Ben-Gurion station",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Correlation,Pearson correlation,168,0,Correlation coefficient,Linear,NA,0.45,NA,NA,NA,NA,<0.05,NA,increase,Results,10.1080/09603120500392400,Asia,Israel,Ben-Gurion Airport,32,34.9,2000 (1 Jun-15 Nov),2006,1,1.64,Significant positive correlations across lags with dew point (*r*=0.3â0.5); peak-lag not numerically specified; N=168 days; lag window per text.,International Journal of Environmental Health Research,NA,new,NA,NA,NA,1.003246309,0.173561376,NA,168,0.030123551,0.663066012,1.343426606
24,R43,X93,Temperature,Host abundance,Abundance,Prevalence of host,Annual mean,Echinococcoses,Alveolar echinococcosis,Parasite,Z,Non-vectored,Echinocococcus,NA,Mammals (multispecies),1,Correlation,Simple correlation,4,NA,Correlation coefficient,Linear,NA,-0.382,NA,NA,NA,NA,>0.05,NA,decrease,Discussion,"https://pubmed.ncbi.nlm.nih.gov/17195995/#:~:text=Climatic%20conditions%2C%20including%20low%20mean,multilocularis%20distribution.",Europe,Slovakia,NA,NA,NA,2000-2004,2006,1,NA,N-value is number of years of study,Annals of Agricultural and Environmental Medicine,1.514,NA,62,19.699,48.669,-0.472396913,1.236641133,NA,4,1.529281292,-2.896213534,1.951419708
24,R45,X95,Temperature,Host infection,Seroprevalence,Infection intensity,Annual mean,Echinococcoses,Alveolar echinococcosis,Parasite,Z,Non-vectored,Echinocococcus,NA,Mammals (multispecies),1,Correlation,Simple correlation,4,NA,Correlation coefficient,Linear,NA,-0.297,NA,NA,NA,NA,>0.05,NA,decrease,Results,"https://pubmed.ncbi.nlm.nih.gov/17195995/#:~:text=Climatic%20conditions%2C%20including%20low%20mean,multilocularis%20distribution.",Europe,Slovakia,NA,NA,NA,2000-2004,2006,1,NA,N-value is number of years of study,Annals of Agricultural and Environmental Medicine,1.514,NA,62,19.699,48.669,-0.355468192,1.196862601,NA,4,1.432480085,-2.70131889,1.990382505
24,R44,X94,Precipitation,Host infection,Abundance,Prevalence,Annual mean,Echinococcoses,Alveolar echinococcosis,Parasite,Z,Non-vectored,Echinocococcus,NA,Mammals (multispecies),1,Correlation,Simple correlation,4,NA,Correlation coefficient,Linear,NA,0.933,NA,NA,NA,NA,<0.05,NA,increase,Discussion,"https://pubmed.ncbi.nlm.nih.gov/17195995/#:~:text=Climatic%20conditions%2C%20including%20low%20mean,multilocularis%20distribution.",Europe,Slovakia,NA,NA,NA,2000-2004,2006,1,NA,N-value is number of years of study,Annals of Agricultural and Environmental Medicine,1.514,NA,62,19.699,48.669,2.962922298,3.175693781,NA,4,10.08503099,-3.261437514,9.18728211
24,R46,X96,Precipitation,Host infection,Seroprevalence,Infection intensity,Annual mean,Echinococcoses,Alveolar echinococcosis,Parasite,Z,Non-vectored,Echinocococcus,NA,Mammals (multispecies),1,Correlation,Simple correlation,4,NA,Correlation coefficient,Linear,NA,0.973,NA,NA,NA,NA,<0.05,NA,increase,Discussion,"https://pubmed.ncbi.nlm.nih.gov/17195995/#:~:text=Climatic%20conditions%2C%20including%20low%20mean,multilocularis%20distribution.",Europe,Slovakia,NA,NA,NA,2000-2004,2006,1,NA,N-value is number of years of study,Annals of Agricultural and Environmental Medicine,1.514,NA,62,19.699,48.669,4.817917539,4.951611037,NA,4,24.51845186,-4.887240093,14.52307517
45,R86,X168,Temperature,Human disease incidence,Incidence,Cases,seasonal mean,Arboviral diseases,Crimean congo haemorrhagic fever,Virus,ZVB,Vectored,Orthonairovirus,Tick,Mammals (multispecies),1,(S)ARIMA,Seasonal autoregressive integrated moving average models,156,NA,Unstandardised coefficient,Linear,NA,0.43,0.313,0.547,Std. error,0.117,<0.001,NA,increase,Discussion,10.3855/jidc.4020,Asia,Iran,Sistan-va-Baluchistan,29.850463,60.029143,2000-2012,2014,1,2,N-value is number of months in study,Journal of Infection in Developing Countries,0.918,g,106,60.029143,29.850463,0.589424977,0.167809661,NA,156,0.028160082,0.260518042,0.918331913
45,R88,X170,Humidity,Human disease incidence,Incidence,Cases,seasonal mean relative,Arboviral diseases,Crimean congo haemorrhagic fever,Virus,ZVB,Vectored,Orthonairovirus,Tick,Mammals (multispecies),1,(S)ARIMA,Seasonal autoregressive integrated moving average models,156,NA,Unstandardised coefficient,Linear,NA,0.58,0.476,0.684,Std. error,0.104,<0.01,NA,increase,Discussion,10.3855/jidc.4020,Asia,Iran,Sistan-va-Baluchistan,29.850463,60.029143,2000-2012,2014,1,5,N-value is number of months in study,Journal of Infection in Developing Countries,0.918,g,106,60.029143,29.850463,0.894418134,0.176402959,NA,156,0.031118004,0.548668335,1.240167933
45,R87,X169,Precipitation,Human disease incidence,Incidence,Cases,seasonal total,Arboviral diseases,Crimean congo haemorrhagic fever,Virus,ZVB,Vectored,Orthonairovirus,Tick,Mammals (multispecies),1,(S)ARIMA,Seasonal autoregressive integrated moving average models,156,NA,Unstandardised coefficient,Linear,NA,0.68,0.576,0.784,Std. error,0.104,<0.0001,0,increase,Discussion,10.3855/jidc.4020,Asia,Iran,Sistan-va-Baluchistan,29.850463,60.029143,2000-2012,2014,1,5,N-value is number of months in study,Journal of Infection in Developing Countries,0.918,g,106,60.029143,29.850463,1.048628157,0.181869231,NA,156,0.033076417,0.692164465,1.405091849
122,R285,X458,Temperature,Host infection,Abundance,Prevalence in host,Annual maximum,Hantaviral diseases,Dobrava-Belgrade virus,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GL(M)M,Generalised linear model,13,NA,Correlation coefficient,Linear,NA,0.92,0.6,1.24,Std. error,0.32,<0.01,NA,increase,Abstract,10.1017/S0950268814003525,Europe,Italy,Trento,46.080742,11.121358,2000-2012,2015,1,NA,N-value is number of years of study,Epidemiology and Infection,2.306,g,106,11.121358,46.080742,1.612735099,0.778604197,NA,13,0.606224495,0.086670874,3.138799324
122,R286,X459,Precipitation,Host infection,Abundance,Prevalence in host,Annual mean total,Hantaviral diseases,Dobrava-Belgrade virus,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GL(M)M,Generalised linear model,13,NA,Correlation coefficient,Linear,NA,1.08,0.8,1.36,Std. error,0.28,<0.001,NA,increase,Abstract,10.1017/S0950268814003525,Europe,Italy,Trento,46.080742,11.121358,2000-2012,2015,1,NA,N-value is number of years of study,Epidemiology and Infection,2.306,g,106,11.121358,46.080742,2.163669449,0.90237442,NA,13,0.814279594,0.395015587,3.932323312
131,R345,X520,Humidity,Human disease incidence,Incidence,Cases,Weekly mean relative,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,5,GL(M)M,Univariable poisson regression analysis,379,NA,Incidence rate ratio,Linear,0.75,0.0492,0.0472,0.0512,95% Confidence,NA,<0.001,NA,increase,Abstract,10.3390/ijerph14111317,Asia,Taiwan,NA,NA,NA,2000-2014,2017,1,NA,"Non-linear options also available, trends for every 5% increase in humidity",International Journal of Environmental Research and Public Health,3.531,g,200,120.961,23.697,-1.657220733,0.00028129,12638357.42,379,7.91E-08,-1.657772052,-1.656669414
131,R344,X519,Precipitation,Human disease incidence,Incidence,Cases,Weekly total,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,GL(M)M,Univariable poisson regression analysis,379,NA,Incidence rate ratio,Linear,NA,1.11,1.1,1.13,95% Confidence,NA,<0.001,NA,increase,Abstract,10.3390/ijerph14111317,Asia,Taiwan,NA,NA,NA,2000-2014,2017,1,NA,Non-linear options also available,International Journal of Environmental Research and Public Health,3.531,g,200,120.961,23.697,0.057422153,0.002812903,126383.5742,379,7.91E-06,0.051908965,0.062935341
131,R343,X518,Temperature,Human disease incidence,Incidence,Cases,Weekly mean,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,GL(M)M,Univariable poisson regression analysis,379,NA,Incidence rate ratio,Linear,0.88,1.43,1.37,1.5,95% Confidence,NA,<0.001,NA,increase,Abstract,10.3390/ijerph14111317,Asia,Taiwan,NA,NA,NA,2000-2014,2017,1,NA,Non-linear options also available,International Journal of Environmental Research and Public Health,3.531,g,200,120.961,23.697,0.196803696,0.009845159,10317.02647,379,9.69E-05,0.177507539,0.216099852
70,R140,X260,Temperature,Human disease incidence,Incidence,Incidence,Annual mean,Mpox,Monkeypox,Virus,Z,Non-vectored,OrthopoxvirusâÃÂ¬â ,NA,Rodents,1,ST,Bayesian hierarchal models,8240,NA,Incidence rate ratio,Linear,NA,1.143,1.028,1.261,95% Confidence,NA,<0.05,NA,increase,Abstract,https://doi.org/10.1007/s10393-022-01610-x,Africa,Democratic Republic of the Congo,NA,NA,NA,2000-2015,2022,1,NA,N-value is the number of health zones (515) * Number of years in study period,EcoHealth,2.323,g,200,21.7587,-4.0383,0.073681918,0.016596125,3630.668607,8240,0.000275431,0.041154111,0.106209725
218,R492,X779,Temperature,Human disease incidence,Incidence,Relative risk,Monthly maximum,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,GL(M)M,Negative binomial regression,150,NA,Relative risk,Linear,NA,1.12,1.08,1.16,95% Confidence,NA,<0.01,NA,increase,Discussion,10.1590/1413-81232022273.45982020,South America,Brazil,Santa Catarina,-27.14234,-50.517612,2000-2015,2022,1,NA,N-value is the number of months of study,Ciencia & Saude Coletiva,NA,g,200,-50.517612,-27.14234,0.062164215,0.005625805,31595.89356,150,3.16E-05,0.051137839,0.07319059
182,R551,X679,Precipitation,Human disease incidence,Incidence,Incidence,Monthly total,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Estimated smooth function,794,NA,NA,Non-linear,0.065,NA,NA,NA,NA,NA,NA,NA,NA,Abstract,http://doi.org/10.2147/IDR.S250038,Asia,China,Anqiu City,36.468514,119.211978,2000-2017,2020,1,NA,"Smoothed non-linear graphs available, check if the trends are postive or negative",DovePress,NA,NA,NA,119.211978,36.468514,NA,NA,NA,NA,NA,NA,NA
182,R552,X680,Humidity,Human disease incidence,Incidence,Incidence,Month mean relative,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Estimated smooth function,794,NA,NA,Non-linear,0.004,NA,NA,NA,NA,NA,NA,NA,NA,Abstract,http://doi.org/10.2147/IDR.S250038,Asia,China,Anqiu City,36.468514,119.211978,2000-2017,2020,1,NA,"Smoothed non-linear graphs available, check if the trends are postive or negative",DovePress,NA,NA,NA,119.211978,36.468514,NA,NA,NA,NA,NA,NA,NA
182,R550,X678,Temperature,Human disease incidence,Incidence,Incidence,Monthly mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GAM,Estimated smooth function,794,NA,NA,Non-linear,0.064,NA,NA,NA,NA,NA,NA,NA,NA,Abstract,http://doi.org/10.2147/IDR.S250038,Asia,China,Anqiu City,36.468514,119.211978,2000-2017,2020,1,NA,"Smoothed non-linear graphs available, check if the trends are postive or negative",DovePress,NA,NA,NA,119.211978,36.468514,NA,NA,NA,NA,NA,NA,NA
273,R897,X1148,Temperature,Human disease incidence,Incidence,Annual human WNV cases per county,"Monthly-weighted seasonal temperature (Â°C), MayâOct; weights: 0.05;0.15;0.30;0.30;0.15;0.05",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,GL(M)M,Random-effects Poisson regression for panel data (xtpoisson),682,0,Incidence rate ratio,Linear,NA,2,1.81,2.21,95% CI,NA,<0.001,NA,increase,Results,10.1371/journal.pone.0030620,North America,United States,New York State (62 counties),42.9,-75,2000-2010,2012,1,0,Crude (bivariate) model; N inferred as countiesÃyears (62Ã11); county-year panel.,PLoS ONE,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,R898,X1149,Temperature,Human disease incidence,Incidence,Annual human WNV cases per county,"Monthly-weighted seasonal temperature (Â°C), MayâOct; weights: 0.05;0.15;0.30;0.30;0.15;0.05",Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,GL(M)M,"Random-effects Poisson regression for panel data (xtpoisson), adjusted for precipitation and hydrogeographic area",682,0,Incidence rate ratio,Linear,NA,2.06,1.84,2.31,95% CI,NA,<0.001,NA,increase,Results,10.1371/journal.pone.0030620,North America,United States,New York State (62 counties),42.9,-75,2000-2010,2012,1,0,Fully adjusted model; N inferred as countiesÃyears (62Ã11); county-year panel.,PLoS ONE,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,R899,X1150,Precipitation,Human disease incidence,Incidence,Annual human WNV cases per county,Total seasonal precipitation (cm) MayâOct (per 1 cm = 10 mm),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,10,GL(M)M,Random-effects Poisson regression for panel data (xtpoisson),682,0,Incidence rate ratio,Linear,NA,0.098,0.097,0.099,95% CI,NA,<0.001,NA,decrease,Results,10.1371/journal.pone.0030620,North America,United States,New York State (62 counties),42.9,-75,2000-2010,2012,1,0,Crude (bivariate) model; exposure is seasonal accumulation MayâOct; unit shown as 1 cm (10 mm).,PLoS ONE,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,R900,X1151,Precipitation,Human disease incidence,Incidence,Annual human WNV cases per county,Total seasonal precipitation (cm) MayâOct (per 1 cm = 10 mm),Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,10,GL(M)M,"Random-effects Poisson regression for panel data (xtpoisson), adjusted for temperature and hydrogeographic area",682,0,Incidence rate ratio,Linear,NA,0.1005,0.099,0.101,95% CI,NA,>0.05,0.16,no change,Results,10.1371/journal.pone.0030620,North America,United States,New York State (62 counties),42.9,-75,2000-2010,2012,1,0,Fully adjusted model; exposure is seasonal accumulation MayâOct; unit shown as 1 cm (10 mm).,PLoS ONE,NA,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,R611,X862,Temperature,Host infection,Seroprevalence,Seroprevalence,Average spring temperature C,Q-fever,Q-fever,Bacteria,Z,Non-vectored,Coxiella,NA,Livestock,1,GL(M)M,GLMM binomial logit with random intercept for location,1751,No,Unstandardised coefficient,Linear,NA,0.204,NA,NA,Std. error,0.101,<0.05,NA,increase,Results,10.1128/AEM.01433-15,Europe,Spain;Portugal,Iberian Peninsula;47 populations,40.1,-4.5,2000-2012,2015,1,0,Overall model retains AvSpT with positive association to exposure risk; see Table 5 and Fig 2,Applied and Environmental Microbiology,NA,new,NA,NA,NA,0.09655118,0.047871705,NA,1751,0.0022917,0.002722638,0.190379722
246,R612,X863,Temperature,Host infection,Seroprevalence,Seroprevalence,Average spring temperature C,Q-fever,Q-fever,Bacteria,Z,Non-vectored,Coxiella,NA,Livestock,1,GL(M)M,GLMM binomial logit with random intercept for location,329,No,Unstandardised coefficient,Linear,NA,1.134,NA,NA,Std. error,0.556,<0.05,NA,increase,Results,10.1128/AEM.01433-15,Europe,Spain;Portugal,Iberian Peninsula;managed free ranging populations,38.9,-8,2000-2013,2015,1,0,Managed deer subset retains AvSpT with positive association; see Table 5 and Fig 2,Applied and Environmental Microbiology,NA,new,NA,NA,NA,0.225059001,0.111216226,NA,329,0.012369049,0.007075197,0.443042804
242,R593,X844,Precipitation,Human disease incidence,Incidence,Incidence,Annual precipitation (BIO12) 1067â1722 mm (ref 3â1066 mm),Arboviral diseases,Yellow fever,Virus,ZVB,Vectored,Flavivirus,Mosquito,Mammals (multispecies),1,GL(M)M,Multiple logistic regression,8465,NA,Odds ratio,Linear,NA,4.23,2.17,8.23,95% CI,NA,<0.001,NA,increase,Abstract,10.1371/journal.pntd.0005897,Americas,13 endemic countries,NA,-15.8607,-60.9797,2000-2014,2017,1,1,Multivariable model OR; outcome is county-level presence of human cases; see Table 4. :contentReference[oaicite:1]{index=1},PLoS Neglected Tropical Diseases,NA,new,NA,NA,NA,0.795057165,0.187475059,NA,8465,0.035146898,0.427606049,1.16250828
242,R594,X845,Precipitation,Human disease incidence,Incidence,Incidence,Annual precipitation (BIO12) 1723â2762 mm (ref 3â1066 mm),Arboviral diseases,Yellow fever,Virus,ZVB,Vectored,Flavivirus,Mosquito,Mammals (multispecies),1,GL(M)M,Multiple logistic regression,8465,NA,Odds ratio,Linear,NA,4.22,2.05,8.71,95% CI,NA,<0.001,NA,increase,Abstract,10.1371/journal.pntd.0005897,Americas,13 endemic countries,NA,-15.8607,-60.9797,2000-2014,2017,1,1,Multivariable model OR; outcome is county-level presence of human cases; see Table 4. :contentReference[oaicite:2]{index=2},PLoS Neglected Tropical Diseases,NA,new,NA,NA,NA,0.793752359,0.203447447,NA,8465,0.041390864,0.394995363,1.192509355
242,R595,X846,Precipitation,Human disease incidence,Incidence,Incidence,"Annual precipitation (BIO12) 2763â8233 mm (ref 3â1,066 mm)",Arboviral diseases,Yellow fever,Virus,ZVB,Vectored,Flavivirus,Mosquito,Mammals (multispecies),1,GL(M)M,Multiple logistic regression,8465,NA,Odds ratio,Linear,NA,2.34,1,5.53,95% CI,NA,<0.05,0.05,increase,Abstract,10.1371/journal.pntd.0005897,Americas,13 endemic countries,NA,-15.8607,-60.9797,2000-2014,2017,1,1,Multivariable model OR; outcome is county-level presence of human cases; see Table 4. :contentReference[oaicite:3]{index=3},PLoS Neglected Tropical Diseases,NA,new,NA,NA,NA,0.468671234,0.240512684,NA,8465,0.057846351,-0.002733627,0.940076095
242,R596,X847,Temperature,Human disease incidence,Incidence,Incidence,Annual mean temperature (BIO1) 14.4â20.0 Â°C vs. ref 3.0â14.3 Â°C,Arboviral diseases,Yellow fever,Virus,ZVB,Vectored,Flavivirus,Mosquito,Mammals (multispecies),1,GL(M)M,Multiple logistic regression,8465,NA,Odds ratio,Linear,NA,4.12,1.51,11.27,95% CI,NA,<0.01,5.00E-03,increase,Abstract,10.1371/journal.pntd.0005897,Americas,13 endemic countries,NA,-15.8607,-60.9797,2000-2014,2017,1,1,Multivariable model OR; outcome is county-level presence of human cases; see Table 4. :contentReference[oaicite:4]{index=4},PLoS Neglected Tropical Diseases,NA,new,NA,NA,NA,0.780531581,0.282681722,NA,8465,0.079908956,0.226475407,1.334587755
