Response,Specific,Disease,P_V_B,Taxa_genus,Include,reason,type,vector,Environmental_condition,Specific_metric,Specific_scale,Statistical_method,N-value,temp_altered,Type,Linear_Nonlinear,R-squared,Value,Lower,Upper,Error,Std._error,P-value_general,P-value_specific,Direction,Direction_statement,DOI,Reference_ID,Data_ID,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact
Incidence,Cases,Anthrax,B,Bacillus,Y,,HH,,Humidity,Monthly mean relative,1,Spearman rank correlation,96,,Correlation coefficient,Linear,,0.54,0.4,0.66,95% Confidence,,<0.05,,increase,Abstract,10.1371/journal.pntd.0004637,105,X384,Asia,China,,,,2005-2013,2016,1,1,"N-value is number of months of study, table found in supplementary",PLOS neglected tropical diseases,4.548
Incidence,Disease occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,1,Generalised additive model,1846,,Beta coefficient,Linear,,0.003,,,,,<0.001,,increase,Abstract,10.1038/emi.2017.92,189,X702,Asia,China,Qingdao,36.066898,120.382698,2007-2015,2019,1,3,,Emerging Microbes & Infections ,
Cases,Cases,Nephropathia epidemica,V,Hantavirus,Y,,HH,,Precipitation,Monthly mean,1,Multiple-input single-output transfer function model,1740,,Sum of Parameter estimates,Linear,0.68,-0.0285,,,,,<0.05,,decrease,Discussion,10.1016/j.biosystemseng.2011.02.004,200,X727,Europe,Belgium,,,,1996-2008,2011,1,,"Can't access, Parameter estimates with std. deviation available",Biosystems Engineering,5.231
Cases,Cases,Nephropathia epidemica,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Multiple-input single-output transfer function model,1740,,Sum of Parameter estimates,Linear,0.68,-0.0406,,,,,<0.05,,decrease,Discussion,10.1016/j.biosystemseng.2011.02.004,200,X726,Europe,Belgium,,,,1996-2008,2011,1,,"Can't access, Parameter estimates with std. deviation available",Biosystems Engineering,5.231
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,2.2,1.9,2.6,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X391,North America,USA,Northeast,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,2.2,1.9,2.5,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X393,North America,USA,Southeast,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,2.1,1.9,2.4,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X403,North America,USA,Northern Rockies/ Plains,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,2,1.4,2.8,95% Confidence,,<0.01,,increase,Abstract,10.4269/ajtmh.14-0737,108,X410,North America,USA,Northwest,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.8,1.6,2,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X397,North America,USA,Upper midwest,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.7,1.6,1.9,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X395,North America,USA,Ohio valley,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.7,1.4,1.9,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X399,North America,USA,East South Central,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.5,1.2,1.8,95% Confidence,,<0.01,,increase,Abstract,10.4269/ajtmh.14-0737,108,X408,North America,USA,West,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.4,1.2,1.6,95% Confidence,,<0.001,,increase,Abstract,10.4269/ajtmh.14-0737,108,X401,North America,USA,West South Central,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.4,1.2,1.6,95% Confidence,,<0.01,,increase,Abstract,10.4269/ajtmh.14-0737,108,X406,North America,USA,Southwest,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.3,1.1,1.4,95% Confidence,,<0.01,,increase,Abstract,10.4269/ajtmh.14-0737,108,X402,North America,USA,West South Central,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.1,0.9,1.3,95% Confidence,,>0.05,0.38,increase,Abstract,10.4269/ajtmh.14-0737,108,X405,North America,USA,Southwest,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1.1,0.9,1.3,95% Confidence,,>0.05,0.32,increase,Abstract,10.4269/ajtmh.14-0737,108,X407,North America,USA,West,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1,0.9,1.1,95% Confidence,,>0.05,0.82,no change,Abstract,10.4269/ajtmh.14-0737,108,X400,North America,USA,East South Central,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,Annual mean,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,1,0.9,1.2,95% Confidence,,>0.05,0.84,no change,Abstract,10.4269/ajtmh.14-0737,108,X409,North America,USA,Northwest,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,0.8,0.7,0.8,95% Confidence,,<0.01,,decrease,Abstract,10.4269/ajtmh.14-0737,108,X396,North America,USA,Ohio valley,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,0.8,0.7,0.9,95% Confidence,,<0.01,,decrease,Abstract,10.4269/ajtmh.14-0737,108,X398,North America,USA,Upper midwest,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,0.7,0.6,0.8,95% Confidence,,<0.01,,decrease,Abstract,10.4269/ajtmh.14-0737,108,X394,North America,USA,Southeast,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,0.6,0.5,0.8,95% Confidence,,<0.01,,decrease,Abstract,10.4269/ajtmh.14-0737,108,X392,North America,USA,Northeast,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Incidence,Odds of above average Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Precipitation,Annual mean total,1,generalized estimating equation regression,1094,,Odds ratio,Linear,,0.6,0.6,0.7,95% Confidence,,<0.01,,decrease,Abstract,10.4269/ajtmh.14-0737,108,X404,North America,USA,Northern Rockies/ Plains,,,2004-2012,2015,1,,N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study,American Journal of Tropical Medicine and Hygiene,2.106
Cases,Occurrence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,August mean,1,Negative binomial regression,30,,Beta coefficient,Linear,,0.16667,0.10338,0.22996,Std. error,0.06329,<0.01,0.008,increase,Abstract,10.1017/S0950268816002430,109,X412,Asia,Japan,Yamagata,38.250397,140.339837,1984-2014,2017,1,12,N-value is number of years of study,Epidemiology and Infection,2.306
Cases,Occurrence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,July mean,1,Negative binomial regression,30,,Beta coefficient,Linear,,0.0794,-0.04625,0.06213,Std. error,-0.01727,>0.05,0.143,increase,Abstract,10.1017/S0950268816002430,109,X411,Asia,Japan,Yamagata,38.250397,140.339837,1984-2014,2017,1,12,N-value is number of years of study,Epidemiology and Infection,2.306
Cases,Occurrence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Precipitation,July total,1,Negative binomial regression,30,,Beta coefficient,Linear,,-0.00262,-0.00345,-0.00179,Std. error,0.00083,<0.01,0.002,decrease,Abstract,10.1017/S0950268816002430,109,X413,Asia,Japan,Yamagata,38.250397,140.339837,1984-2014,2017,1,12,N-value is number of years of study,Epidemiology and Infection,2.306
Incidence,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,1,Negative binomial regression,108,,Percent change,Linear,,-0.075,-0.076,-0.074,95% Confidence,,<0.05,,increase,Abstract,https://doi.org/10.1371/journal.pntd.0006604,110,X415,Asia,China,Guangzhou,23.128994,113.25325,2006-2015,2018,1,,N-value is number of months of study,PLOS neglected tropical diseases,4.548
Incidence,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Negative binomial regression,108,,Percent change,Linear,,-2.381,-2.405,-2.358,95% Confidence,,<0.05,,increase,Abstract,https://doi.org/10.1371/journal.pntd.0006604,110,X416,Asia,China,Guangzhou,23.128994,113.25325,2006-2015,2018,1,4,N-value is number of months of study,PLOS neglected tropical diseases,4.548
Incidence,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Negative binomial regression,108,,Percent change,Linear,,-5.543,-5.564,-5.523,95% Confidence,,<0.01,,decrease,Abstract,https://doi.org/10.1371/journal.pntd.0006604,110,X414,Asia,China,Guangzhou,23.128994,113.25325,2006-2015,2018,1,,N-value is number of months of study,PLOS neglected tropical diseases,4.548
Incidence,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,Monthly mean,1,Negative binomial regression,96,,Percent change,Linear,,15.61,14,17.24,95% Confidence,,<0.0001,0,increase,Abstract,10.1186/1471-2334-14-139,111,X417,Asia,China,Guangzhou,23.128994,113.25325,2006-2012,2014,1,,N-value is number of months of study,BMC Infectious Diseases,3.147
Incidence,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Precipitation,Monthly total,1,Negative binomial regression,96,,Percent change,Linear,,0.05,0.03,0.08,95% Confidence,,<0.0001,0,increase,Abstract,10.1186/1471-2334-14-139,111,X418,Asia,China,Guangzhou,23.128994,113.25325,2006-2012,2014,1,,N-value is number of months of study,BMC Infectious Diseases,3.147
Incidence,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Humidity,Monthly mean relative,1,Negative binomial regression,96,,Percent change,Linear,,-0.45,-1.33,0.45,95% Confidence,,>0.05,0.33,decrease,Abstract,10.1186/1471-2334-14-139,111,X419,Asia,China,Guangzhou,23.128994,113.25325,2006-2012,2014,1,,N-value is number of months of study,BMC Infectious Diseases,3.147
Cases,Occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Daily mean,1,Generalised additive model,2190,,Percent change,Linear,,2.56,0.36,4.8,95% Confidence,,<0.05,,increase,Abstract,10.1007/s00484-013-0688-1),112,X420,Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,,"N-value is number of days of study period, <17, logarithmic case count",International Journal of Biometeorology,3.413
Cases,Occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Daily total,1,Generalised additive model,2190,,Percent change,Linear,,-1.21,-1.63,-0.79,95% Confidence,,<0.05,,decrease,Abstract,10.1007/s00484-013-0688-1),112,X423,Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,0.13,N-value is number of days of study period,International Journal of Biometeorology,3.413
Cases,Occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Daily mean relative,1,Generalised additive model,2190,,Percent change,Linear,,-2.2,-3.56,-0.82,95% Confidence,,<0.05,,decrease,Abstract,10.1007/s00484-013-0688-1),112,X422,Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,0.03,N-value is number of days of study period,International Journal of Biometeorology,3.413
Cases,Occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Daily mean,1,Generalised additive model,2190,,Percent change,Linear,,-12.82,-17.51,-7.85,95% Confidence,,<0.05,,decrease,Abstract,10.1007/s00484-013-0688-1),112,X421,Asia,China,Jiaonan,35.872464,120.046421,2006-2011,2014,1,,"N-value is number of days of study period, >17, logarithmic case count",International Journal of Biometeorology,3.413
Cases,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Monthly mean,1,Autoregressive integrated moving average model,1596,,Beta coefficient,Linear,0.2536,2.6454,,,,,>0.05,0.0996,increase,Discussion,10.1016/S1995-7645(12)60095-9,113,X424,Asia,Thailand,North,,,2003-2009,2012,1,7,N-value = number of weather stations (19) multiplied by months in study period (84),Asian Pacific Journal of Tropical Medicine,1.899
Cases,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Monthly mean total,1,Autoregressive integrated moving average model,1596,,Beta coefficient,Linear,0.2539,0.0253,,,,,<0.05,0.0365,increase,Discussion,10.1016/S1995-7645(12)60095-9,113,X425,Asia,Thailand,North,,,2003-2009,2012,1,7,N-value = number of weather stations (19) multiplied by months in study period (84),Asian Pacific Journal of Tropical Medicine,1.899
Cases,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Monthly mean total,1,Autoregressive integrated moving average model,1092,,Beta coefficient,Linear,0.2182,0.0161,,,,,<0.05,0.0196,increase,Discussion,10.1016/S1995-7645(12)60095-9,113,X427,Asia,Thailand,Northeast,,,2003-2009,2012,1,10,N-value = number of weather stations (13) multiplied by months in study period (84),Asian Pacific Journal of Tropical Medicine,1.899
Cases,Cases,Leptospirosis,B,Leptospira,Y,,HH,,Temperature,Monthly mean,1,Autoregressive integrated moving average model,1092,,Beta coefficient,Linear,0.2196,-1.2018,,,,,>0.05,0.0535,decrease,Discussion,10.1016/S1995-7645(12)60095-9,113,X426,Asia,Thailand,Northeast,,,2003-2009,2012,1,8,N-value = number of weather stations (13) multiplied by months in study period (84),Asian Pacific Journal of Tropical Medicine,1.899
